id;annee;;age;remuneration;Indice.prix.base.100.2015;Taux.remplacement.liquidation;Indice;Indice.non.pct;Remu.nette.deflatee;Facteur.net
Cas 3 gen 1991 ageLiq 64;2044;26928,62022;53;45854,05451;170,30%;77,72%;;170,28;21542,89618;
Cas 3 gen 1991 ageLiq 64;2045;27958,82408;54;48441,4586;173,30%;77,72%;;173,26;22367,05927;
Cas 3 gen 1991 ageLiq 64;2046;27930,37692;55;49238,46148;176,30%;77,72%;;176,29;22344,30154;
Cas 3 gen 1991 ageLiq 64;2047;28430,52011;56;50998,66697;179,40%;77,72%;;179,38;22744,41609;
Cas 3 gen 1991 ageLiq 64;2048;28853,17014;57;52662,80615;182,50%;77,72%;;182,52;23082,53611;
Cas 3 gen 1991 ageLiq 64;2049;29262,55551;58;54343,49185;185,70%;77,72%;;185,71;23410,04441;
Cas 3 gen 1991 ageLiq 64;2050;29556,91207;59;55850,74104;189,00%;77,72%;;188,96;23645,52965;
Cas 3 gen 1991 ageLiq 64;2051;29899,88733;60;57488,51337;192,30%;77,72%;;192,27;23919,90986;
Cas 3 gen 1991 ageLiq 64;2052;0;61;0;195,60%;77,72%;;195,63;0;
Cas 3 gen 1991 ageLiq 64;2053;0;62;0;199,10%;77,72%;;199,06;0;
Cas 3 gen 1991 ageLiq 64;2054;0;63;0;202,50%;77,72%;;202,54;0;
Cas 3 gen 1991 ageLiq 64;2055;0;64;0;206,10%;77,72%;;206,09;0;
Cas 3 gen 1992 ageLiq 64;2016;20854,15235;24;20891,68982;100,20%;77,56%;;100,18;16683,32188;
Cas 3 gen 1992 ageLiq 64;2017;21371,31326;25;21632,04328;101,20%;77,56%;;101,22;17097,05061;
Cas 3 gen 1992 ageLiq 64;2018;21742,67664;26;22414,52535;103,10%;77,56%;;103,09;17394,14131;
Cas 3 gen 1992 ageLiq 64;2019;22373,84666;27;23320,26038;104,20%;77,56%;;104,23;17899,07733;
Cas 3 gen 1992 ageLiq 64;2020;22004,04353;28;23044,83479;104,70%;77,56%;;104,73;17603,23482;
Cas 3 gen 1992 ageLiq 64;2021;22899,07482;29;24376,06515;106,50%;77,56%;;106,45;18319,25986;
Cas 3 gen 1992 ageLiq 64;2022;23234,94829;30;26025,46558;112,00%;77,56%;;112,01;18587,95863;
Cas 3 gen 1992 ageLiq 64;2023;23293,73961;31;27363,15592;117,50%;77,56%;;117,47;18634,99169;
Cas 3 gen 1992 ageLiq 64;2024;23497,26928;32;28293,06194;120,40%;77,56%;;120,41;18797,81543;
Cas 3 gen 1992 ageLiq 64;2025;23730,75667;33;29063,05769;122,50%;77,56%;;122,47;18984,60534;
Cas 3 gen 1992 ageLiq 64;2026;23932,79232;34;29822,6525;124,60%;77,56%;;124,61;19146,23385;
Cas 3 gen 1992 ageLiq 64;2027;24185,62823;35;30664,95803;126,80%;77,56%;;126,79;19348,50258;
Cas 3 gen 1992 ageLiq 64;2028;24583,67829;36;31715,40336;129,00%;77,56%;;129,01;19666,94263;
Cas 3 gen 1992 ageLiq 64;2029;25083,45318;37;32927,04899;131,30%;77,56%;;131,27;20066,76255;
Cas 3 gen 1992 ageLiq 64;2030;25559,57156;38;34137,36378;133,60%;77,56%;;133,56;20447,65725;
Cas 3 gen 1992 ageLiq 64;2031;25890,00165;39;35184,51224;135,90%;77,56%;;135,9;20712,00132;
Cas 3 gen 1992 ageLiq 64;2032;26133,63089;40;36137,58479;138,30%;77,56%;;138,28;20906,90471;
Cas 3 gen 1992 ageLiq 64;2033;26537,85464;41;37338,76147;140,70%;77,56%;;140,7;21230,28371;
Cas 3 gen 1992 ageLiq 64;2034;26933,82269;42;38558,46056;143,20%;77,56%;;143,16;21547,05815;
Cas 3 gen 1992 ageLiq 64;2035;27377,45441;43;39880,73784;145,70%;77,56%;;145,67;21901,96353;
Cas 3 gen 1992 ageLiq 64;2036;6955,48852;44;10309,42508;148,20%;77,56%;;148,22;5564,390816;
Cas 3 gen 1992 ageLiq 64;2037;0;45;0;150,80%;77,56%;;150,81;0;
Cas 3 gen 1992 ageLiq 64;2038;0;46;0;153,50%;77,56%;;153,45;0;
Cas 3 gen 1992 ageLiq 64;2039;6157,198986;47;9613,234777;156,10%;77,56%;;156,13;4925,759189;
Cas 3 gen 1992 ageLiq 64;2040;24692,00534;48;39228,18888;158,90%;77,56%;;158,87;19753,60427;
Cas 3 gen 1992 ageLiq 64;2041;25113,66551;49;40596,24029;161,70%;77,56%;;161,65;20090,93241;
Cas 3 gen 1992 ageLiq 64;2042;25326,46338;50;41654,43432;164,50%;77,56%;;164,47;20261,1707;
Cas 3 gen 1992 ageLiq 64;2043;25811,58221;51;43195,68283;167,40%;77,56%;;167,35;20649,26577;
Cas 3 gen 1992 ageLiq 64;2044;26910,5951;52;45823,36133;170,30%;77,56%;;170,28;21528,47608;
Cas 3 gen 1992 ageLiq 64;2045;27279,18636;53;47263,91829;173,30%;77,56%;;173,26;21823,34909;
Cas 3 gen 1992 ageLiq 64;2046;28323,38293;54;49931,29177;176,30%;77,56%;;176,29;22658,70634;
Cas 3 gen 1992 ageLiq 64;2047;28293,52921;55;50752,9327;179,40%;77,56%;;179,38;22634,82337;
Cas 3 gen 1992 ageLiq 64;2048;28800,92401;56;52567,4465;182,50%;77,56%;;182,52;23040,73921;
Cas 3 gen 1992 ageLiq 64;2049;29229,93661;57;54282,91528;185,70%;77,56%;;185,71;23383,94929;
Cas 3 gen 1992 ageLiq 64;2050;29644,10972;58;56015,50972;189,00%;77,56%;;188,96;23715,28777;
Cas 3 gen 1992 ageLiq 64;2051;29941,87812;59;57569,24906;192,30%;77,56%;;192,27;23953,50249;
Cas 3 gen 1992 ageLiq 64;2052;30290,53386;60;59257,37139;195,60%;77,56%;;195,63;24232,42709;
Cas 3 gen 1992 ageLiq 64;2053;0;61;0;199,10%;77,56%;;199,06;0;
Cas 3 gen 1992 ageLiq 64;2054;0;62;0;202,50%;77,56%;;202,54;0;
Cas 3 gen 1992 ageLiq 64;2055;0;63;0;206,10%;77,56%;;206,09;0;
Cas 3 gen 1992 ageLiq 64;2056;0;64;0;209,70%;77,56%;;209,69;0;
Cas 3 gen 1993 ageLiq 64;2017;21052,07687;24;21308,91221;101,20%;77,42%;;101,22;16841,66149;
Cas 3 gen 1993 ageLiq 64;2018;21322,82477;25;21981,70005;103,10%;77,42%;;103,09;17058,25981;
Cas 3 gen 1993 ageLiq 64;2019;21908,79969;26;22835,54191;104,20%;77,42%;;104,23;17527,03975;
Cas 3 gen 1993 ageLiq 64;2020;21467,85107;27;22483,28042;104,70%;77,42%;;104,73;17174,28086;
Cas 3 gen 1993 ageLiq 64;2021;22564,53484;28;24019,94734;106,50%;77,42%;;106,45;18051,62787;
Cas 3 gen 1993 ageLiq 64;2022;22833,97657;29;25576,33716;112,00%;77,42%;;112,01;18267,18126;
Cas 3 gen 1993 ageLiq 64;2023;23164,12039;30;27210,89223;117,50%;77,42%;;117,47;18531,29631;
Cas 3 gen 1993 ageLiq 64;2024;23356,00229;31;28122,96236;120,40%;77,42%;;120,41;18684,80183;
Cas 3 gen 1993 ageLiq 64;2025;23641,62116;32;28953,89344;122,50%;77,42%;;122,47;18913,29693;
Cas 3 gen 1993 ageLiq 64;2026;23859,64852;33;29731,50802;124,60%;77,42%;;124,61;19087,71882;
Cas 3 gen 1993 ageLiq 64;2027;24010,54001;34;30442,96368;126,80%;77,42%;;126,79;19208,43201;
Cas 3 gen 1993 ageLiq 64;2028;24444,49487;35;31535,84284;129,00%;77,42%;;129,01;19555,5959;
Cas 3 gen 1993 ageLiq 64;2029;24890,25542;36;32673,43828;131,30%;77,42%;;131,27;19912,20433;
Cas 3 gen 1993 ageLiq 64;2030;25368,36188;37;33881,98413;133,60%;77,42%;;133,56;20294,6895;
Cas 3 gen 1993 ageLiq 64;2031;25819,76007;38;35089,05394;135,90%;77,42%;;135,9;20655,80806;
Cas 3 gen 1993 ageLiq 64;2032;26127,05376;39;36128,48995;138,30%;77,42%;;138,28;20901,64301;
Cas 3 gen 1993 ageLiq 64;2033;26431,41157;40;37188,99608;140,70%;77,42%;;140,7;21145,12926;
Cas 3 gen 1993 ageLiq 64;2034;26845,93477;41;38432,64022;143,20%;77,42%;;143,16;21476,74782;
Cas 3 gen 1993 ageLiq 64;2035;27250,65712;42;39696,03222;145,70%;77,42%;;145,67;21800,52569;
Cas 3 gen 1993 ageLiq 64;2036;27708,81485;43;41070,00537;148,20%;77,42%;;148,22;22167,05188;
Cas 3 gen 1993 ageLiq 64;2037;7041,316225;44;10619,009;150,80%;77,42%;;150,81;5633,05298;
Cas 3 gen 1993 ageLiq 64;2038;0;45;0;153,50%;77,42%;;153,45;0;
Cas 3 gen 1993 ageLiq 64;2039;0;46;0;156,10%;77,42%;;156,13;0;
Cas 3 gen 1993 ageLiq 64;2040;6237,011455;47;9908,740098;158,90%;77,42%;;158,87;4989,609164;
Cas 3 gen 1993 ageLiq 64;2041;25013,3605;48;40434,09725;161,70%;77,42%;;161,65;20010,6884;
Cas 3 gen 1993 ageLiq 64;2042;25441,89919;49;41844,2916;164,50%;77,42%;;164,47;20353,51935;
Cas 3 gen 1993 ageLiq 64;2043;25655,86299;50;42935,08671;167,40%;77,42%;;167,35;20524,69039;
Cas 3 gen 1993 ageLiq 64;2044;26147,3531;51;44523,71285;170,30%;77,42%;;170,28;20917,88248;
Cas 3 gen 1993 ageLiq 64;2045;27260,92658;52;47232,28139;173,30%;77,42%;;173,26;21808,74126;
Cas 3 gen 1993 ageLiq 64;2046;27634,88332;53;48717,5358;176,30%;77,42%;;176,29;22107,90666;
Cas 3 gen 1993 ageLiq 64;2047;28691,64511;54;51467,07299;179,40%;77,42%;;179,38;22953,31608;
Cas 3 gen 1993 ageLiq 64;2048;28662,14834;55;52314,15316;182,50%;77,42%;;182,52;22929,71867;
Cas 3 gen 1993 ageLiq 64;2049;29177,00824;56;54184,62201;185,70%;77,42%;;185,71;23341,60659;
Cas 3 gen 1993 ageLiq 64;2050;29611,06549;57;55953,06936;189,00%;77,42%;;188,96;23688,8524;
Cas 3 gen 1993 ageLiq 64;2051;30030,21148;58;57739,08761;192,30%;77,42%;;192,27;24024,16918;
Cas 3 gen 1993 ageLiq 64;2052;30333,07326;59;59340,59123;195,60%;77,42%;;195,63;24266,45861;
Cas 3 gen 1993 ageLiq 64;2053;30684,60093;60;61080,76662;199,10%;77,42%;;199,06;24547,68075;
Cas 3 gen 1993 ageLiq 64;2054;0;61;0;202,50%;77,42%;;202,54;0;
Cas 3 gen 1993 ageLiq 64;2055;0;62;0;206,10%;77,42%;;206,09;0;
Cas 3 gen 1993 ageLiq 64;2056;0;63;0;209,70%;77,42%;;209,69;0;
Cas 3 gen 1993 ageLiq 64;2057;0;64;0;213,40%;77,42%;;213,36;0;
Cas 3 gen 1994 ageLiq 64;2018;21004,31268;24;21653,34594;103,10%;77,27%;;103,09;16803,45014;
Cas 3 gen 1994 ageLiq 64;2019;21485,73997;25;22394,58677;104,20%;77,27%;;104,23;17188,59198;
Cas 3 gen 1994 ageLiq 64;2020;21021,63548;26;22015,95884;104,70%;77,27%;;104,73;16817,30838;
Cas 3 gen 1994 ageLiq 64;2021;22014,68439;27;23434,63153;106,50%;77,27%;;106,45;17611,74751;
Cas 3 gen 1994 ageLiq 64;2022;22500,38764;28;25202,68419;112,00%;77,27%;;112,01;18000,31011;
Cas 3 gen 1994 ageLiq 64;2023;22764,37097;29;26741,30658;117,50%;77,27%;;117,47;18211,49678;
Cas 3 gen 1994 ageLiq 64;2024;23226,0366;30;27966,47068;120,40%;77,27%;;120,41;18580,82928;
Cas 3 gen 1994 ageLiq 64;2025;23499,48631;31;28779,82089;122,50%;77,27%;;122,47;18799,58905;
Cas 3 gen 1994 ageLiq 64;2026;23770,02888;32;29619,83299;124,60%;77,27%;;124,61;19016,0231;
Cas 3 gen 1994 ageLiq 64;2027;23937,1586;33;30349,92339;126,80%;77,27%;;126,79;19149,72688;
Cas 3 gen 1994 ageLiq 64;2028;24267,53263;34;31307,54385;129,00%;77,27%;;129,01;19414,0261;
Cas 3 gen 1994 ageLiq 64;2029;24749,33628;35;32488,45374;131,30%;77,27%;;131,27;19799,46902;
Cas 3 gen 1994 ageLiq 64;2030;25172,96969;36;33621,01832;133,60%;77,27%;;133,56;20138,37575;
Cas 3 gen 1994 ageLiq 64;2031;25626,60394;37;34826,55475;135,90%;77,27%;;135,9;20501,28315;
Cas 3 gen 1994 ageLiq 64;2032;26056,16905;38;36030,47056;138,30%;77,27%;;138,28;20844,93524;
Cas 3 gen 1994 ageLiq 64;2033;26424,7595;39;37179,63662;140,70%;77,27%;;140,7;21139,8076;
Cas 3 gen 1994 ageLiq 64;2034;26738,256;40;38278,48728;143,20%;77,27%;;143,16;21390,6048;
Cas 3 gen 1994 ageLiq 64;2035;27161,73533;41;39566,49986;145,70%;77,27%;;145,67;21729,38827;
Cas 3 gen 1994 ageLiq 64;2036;27580,48288;42;40879,79172;148,20%;77,27%;;148,22;22064,3863;
Cas 3 gen 1994 ageLiq 64;2037;28050,72958;43;42303,30528;150,80%;77,27%;;150,81;22440,58367;
Cas 3 gen 1994 ageLiq 64;2038;7129,368033;44;10940,01525;153,50%;77,27%;;153,45;5703,494426;
Cas 3 gen 1994 ageLiq 64;2039;0;45;0;156,10%;77,27%;;156,13;0;
Cas 3 gen 1994 ageLiq 64;2040;0;46;0;158,90%;77,27%;;158,87;0;
Cas 3 gen 1994 ageLiq 64;2041;6318,183308;47;10213,34332;161,70%;77,27%;;161,65;5054,546647;
Cas 3 gen 1994 ageLiq 64;2042;25340,28321;48;41677,16379;164,50%;77,27%;;164,47;20272,22656;
Cas 3 gen 1994 ageLiq 64;2043;25772,80017;49;43130,78109;167,40%;77,27%;;167,35;20618,24014;
Cas 3 gen 1994 ageLiq 64;2044;25989,60819;50;44255,10482;170,30%;77,27%;;170,28;20791,68655;
Cas 3 gen 1994 ageLiq 64;2045;26487,74843;51;45892,67292;173,30%;77,27%;;173,26;21190,19874;
Cas 3 gen 1994 ageLiq 64;2046;27616,38545;52;48684,92591;176,30%;77,27%;;176,29;22093,10836;
Cas 3 gen 1994 ageLiq 64;2047;27994,19359;53;50215,98445;179,40%;77,27%;;179,38;22395,35487;
Cas 3 gen 1994 ageLiq 64;2048;29065,45104;54;53050,26124;182,50%;77,27%;;182,52;23252,36083;
Cas 3 gen 1994 ageLiq 64;2049;29036,42044;55;53923,53639;185,70%;77,27%;;185,71;23229,13635;
Cas 3 gen 1994 ageLiq 64;2050;29557,44699;56;55851,75184;189,00%;77,27%;;188,96;23645,95759;
Cas 3 gen 1994 ageLiq 64;2051;29996,73687;57;57674,72598;192,30%;77,27%;;192,27;23997,3895;
Cas 3 gen 1994 ageLiq 64;2052;30422,56071;58;59515,65553;195,60%;77,27%;;195,63;24338,04857;
Cas 3 gen 1994 ageLiq 64;2053;30727,69376;59;61166,5472;199,10%;77,27%;;199,06;24582,15501;
Cas 3 gen 1994 ageLiq 64;2054;31085,31846;60;62960,20402;202,50%;77,27%;;202,54;24868,25477;
Cas 3 gen 1994 ageLiq 64;2055;0;61;0;206,10%;77,27%;;206,09;0;
Cas 3 gen 1994 ageLiq 64;2056;0;62;0;209,70%;77,27%;;209,69;0;
Cas 3 gen 1994 ageLiq 64;2057;0;63;0;213,40%;77,27%;;213,36;0;
Cas 3 gen 1994 ageLiq 64;2058;0;64;0;217,10%;77,27%;;217,1;0;
Cas 3 gen 1995 ageLiq 64;2019;21164,79432;24;22060,06512;104,20%;77,13%;;104,23;16931,83545;
Cas 3 gen 1995 ageLiq 64;2020;20615,70693;25;21590,82987;104,70%;77,13%;;104,73;16492,56555;
Cas 3 gen 1995 ageLiq 64;2021;21557,1027;26;22947,53583;106,50%;77,13%;;106,45;17245,68216;
Cas 3 gen 1995 ageLiq 64;2022;21952,10031;27;24588,54756;112,00%;77,13%;;112,01;17561,68025;
Cas 3 gen 1995 ageLiq 64;2023;22431,79892;28;26350,6342;117,50%;77,13%;;117,47;17945,43914;
Cas 3 gen 1995 ageLiq 64;2024;22825,21868;29;27483,84581;120,40%;77,13%;;120,41;18260,17494;
Cas 3 gen 1995 ageLiq 64;2025;23368,72221;30;28619,67409;122,50%;77,13%;;122,47;18694,97776;
Cas 3 gen 1995 ageLiq 64;2026;23627,12204;31;29441,75677;124,60%;77,13%;;124,61;18901,69763;
Cas 3 gen 1995 ageLiq 64;2027;23847,24782;32;30235,92551;126,80%;77,13%;;126,79;19077,79826;
Cas 3 gen 1995 ageLiq 64;2028;24193,36579;33;31211,86121;129,00%;77,13%;;129,01;19354,69263;
Cas 3 gen 1995 ageLiq 64;2029;24570,16718;34;32253,25846;131,30%;77,13%;;131,27;19656,13375;
Cas 3 gen 1995 ageLiq 64;2030;25030,44993;35;33430,66893;133,60%;77,13%;;133,56;20024,35995;
Cas 3 gen 1995 ageLiq 64;2031;25429,22272;36;34558,31367;135,90%;77,13%;;135,9;20343,37817;
Cas 3 gen 1995 ageLiq 64;2032;25861,24435;37;35760,92869;138,30%;77,13%;;138,28;20688,99548;
Cas 3 gen 1995 ageLiq 64;2033;26353,06709;38;37078,76539;140,70%;77,13%;;140,7;21082,45367;
Cas 3 gen 1995 ageLiq 64;2034;26731,5267;39;38268,85363;143,20%;77,13%;;143,16;21385,22136;
Cas 3 gen 1995 ageLiq 64;2035;27052,78989;40;39407,79903;145,70%;77,13%;;145,67;21642,23191;
Cas 3 gen 1995 ageLiq 64;2036;27490,48484;41;40746,39663;148,20%;77,13%;;148,22;21992,38787;
Cas 3 gen 1995 ageLiq 64;2037;27920,81405;42;42107,37967;150,80%;77,13%;;150,81;22336,65124;
Cas 3 gen 1995 ageLiq 64;2038;28401,50455;43;43582,10873;153,50%;77,13%;;153,45;22721,20364;
Cas 3 gen 1995 ageLiq 64;2039;7220,914459;44;11274,01375;156,10%;77,13%;;156,13;5776,731568;
Cas 3 gen 1995 ageLiq 64;2040;0;45;0;158,90%;77,13%;;158,87;0;
Cas 3 gen 1995 ageLiq 64;2041;0;46;0;161,70%;77,13%;;161,65;0;
Cas 3 gen 1995 ageLiq 64;2042;6400,76148;47;10527,33241;164,50%;77,13%;;164,47;5120,609184;
Cas 3 gen 1995 ageLiq 64;2043;25669,86256;48;42958,51499;167,40%;77,13%;;167,35;20535,89005;
Cas 3 gen 1995 ageLiq 64;2044;26108,06656;49;44456,81573;170,30%;77,13%;;170,28;20886,45325;
Cas 3 gen 1995 ageLiq 64;2045;26327,94994;50;45615,80607;173,30%;77,13%;;173,26;21062,35995;
Cas 3 gen 1995 ageLiq 64;2046;26833,12572;51;47304,11734;176,30%;77,13%;;176,29;21466,50058;
Cas 3 gen 1995 ageLiq 64;2047;27975,4552;52;50182,37154;179,40%;77,13%;;179,38;22380,36416;
Cas 3 gen 1995 ageLiq 64;2048;28358,91285;53;51760,68774;182,50%;77,13%;;182,52;22687,13028;
Cas 3 gen 1995 ageLiq 64;2049;29444,98949;54;54682,28998;185,70%;77,13%;;185,71;23555,99159;
Cas 3 gen 1995 ageLiq 64;2050;29415,02606;55;55582,63325;189,00%;77,13%;;188,96;23532,02085;
Cas 3 gen 1995 ageLiq 64;2051;29942,42001;56;57570,29096;192,30%;77,13%;;192,27;23953,93601;
Cas 3 gen 1995 ageLiq 64;2052;30388,64876;57;59449,31356;195,60%;77,13%;;195,63;24310,919;
Cas 3 gen 1995 ageLiq 64;2053;30818,3454;58;61346,99836;199,10%;77,13%;;199,06;24654,67632;
Cas 3 gen 1995 ageLiq 64;2054;31128,97405;59;63048,62404;202,50%;77,13%;;202,54;24903,17924;
Cas 3 gen 1995 ageLiq 64;2055;31489,72752;60;64897,17944;206,10%;77,13%;;206,09;25191,78201;
Cas 3 gen 1995 ageLiq 64;2056;0;61;0;209,70%;77,13%;;209,69;0;
Cas 3 gen 1995 ageLiq 64;2057;0;62;0;213,40%;77,13%;;213,36;0;
Cas 3 gen 1995 ageLiq 64;2058;0;63;0;217,10%;77,13%;;217,1;0;
Cas 3 gen 1995 ageLiq 64;2059;0;64;0;220,90%;77,13%;;220,89;0;
Cas 3 gen 1996 ageLiq 64;2020;20307,7575;24;21268,31443;104,70%;77,00%;;104,73;16246,206;
Cas 3 gen 1996 ageLiq 64;2021;21140,83427;25;22504,41808;106,50%;77,00%;;106,45;16912,66741;
Cas 3 gen 1996 ageLiq 64;2022;21495,81945;26;24077,46737;112,00%;77,00%;;112,01;17196,65556;
Cas 3 gen 1996 ageLiq 64;2023;21885,18296;27;25708,52442;117,50%;77,00%;;117,47;17508,14637;
Cas 3 gen 1996 ageLiq 64;2024;22491,75769;28;27082,32543;120,40%;77,00%;;120,41;17993,40615;
Cas 3 gen 1996 ageLiq 64;2025;22965,44192;29;28125,77672;122,50%;77,00%;;122,47;18372,35353;
Cas 3 gen 1996 ageLiq 64;2026;23495,64769;30;29277,92659;124,60%;77,00%;;124,61;18796,51815;
Cas 3 gen 1996 ageLiq 64;2027;23703,87673;31;30054,14531;126,80%;77,00%;;126,79;18963,10139;
Cas 3 gen 1996 ageLiq 64;2028;24102,49267;32;31094,6258;129,00%;77,00%;;129,01;19281,99414;
Cas 3 gen 1996 ageLiq 64;2029;24495,07543;33;32154,68552;131,30%;77,00%;;131,27;19596,06034;
Cas 3 gen 1996 ageLiq 64;2030;24849,24576;34;33188,65263;133,60%;77,00%;;133,56;19879,3966;
Cas 3 gen 1996 ageLiq 64;2031;25285,25215;35;34362,65767;135,90%;77,00%;;135,9;20228,20172;
Cas 3 gen 1996 ageLiq 64;2032;25662,05588;36;35485,49088;138,30%;77,00%;;138,28;20529,64471;
Cas 3 gen 1996 ageLiq 64;2033;26155,92131;37;36801,38129;140,70%;77,00%;;140,7;20924,73705;
Cas 3 gen 1996 ageLiq 64;2034;26659,00201;38;38165,02727;143,20%;77,00%;;143,16;21327,20161;
Cas 3 gen 1996 ageLiq 64;2035;27045,98143;39;39397,88115;145,70%;77,00%;;145,67;21636,78515;
Cas 3 gen 1996 ageLiq 64;2036;27380,22078;40;40582,96324;148,20%;77,00%;;148,22;21904,17663;
Cas 3 gen 1996 ageLiq 64;2037;27829,70547;41;41969,97882;150,80%;77,00%;;150,81;22263,76438;
Cas 3 gen 1996 ageLiq 64;2038;28269,96442;42;43380,2604;153,50%;77,00%;;153,45;22615,97153;
Cas 3 gen 1996 ageLiq 64;2039;28766,20114;43;44912,66984;156,10%;77,00%;;156,13;23012,96091;
Cas 3 gen 1996 ageLiq 64;2040;7314,515302;44;11620,57046;158,90%;77,00%;;158,87;5851,612241;
Cas 3 gen 1996 ageLiq 64;2041;0;45;0;161,70%;77,00%;;161,65;0;
Cas 3 gen 1996 ageLiq 64;2042;0;46;0;164,50%;77,00%;;164,47;0;
Cas 3 gen 1996 ageLiq 64;2043;6484,0107;47;10850,99191;167,40%;77,00%;;167,35;5187,20856;
Cas 3 gen 1996 ageLiq 64;2044;26003,78987;48;44279,2534;170,30%;77,00%;;170,28;20803,0319;
Cas 3 gen 1996 ageLiq 64;2045;26447,95044;49;45823,71894;173,30%;77,00%;;173,26;21158,36035;
Cas 3 gen 1996 ageLiq 64;2046;26671,2436;50;47018,73535;176,30%;77,00%;;176,29;21336,99488;
Cas 3 gen 1996 ageLiq 64;2047;27182,01149;51;48759,09221;179,40%;77,00%;;179,38;21745,60919;
Cas 3 gen 1996 ageLiq 64;2048;28339,93034;52;51726,04086;182,50%;77,00%;;182,52;22671,94427;
Cas 3 gen 1996 ageLiq 64;2049;28729,22528;53;53353,04426;185,70%;77,00%;;185,71;22983,38022;
Cas 3 gen 1996 ageLiq 64;2050;29828,92244;54;56364,73185;189,00%;77,00%;;188,96;23863,13795;
Cas 3 gen 1996 ageLiq 64;2051;29798,14411;55;57292,89168;192,30%;77,00%;;192,27;23838,51529;
Cas 3 gen 1996 ageLiq 64;2052;30333,62224;56;59341,66518;195,60%;77,00%;;195,63;24266,89779;
Cas 3 gen 1996 ageLiq 64;2053;30783,99226;57;61278,615;199,10%;77,00%;;199,06;24627,19381;
Cas 3 gen 1996 ageLiq 64;2054;31220,80953;58;63234,62763;202,50%;77,00%;;202,54;24976,64763;
Cas 3 gen 1996 ageLiq 64;2055;31533,95104;59;64988,3197;206,10%;77,00%;;206,09;25227,16083;
Cas 3 gen 1996 ageLiq 64;2056;31901,40208;60;66894,05002;209,70%;77,00%;;209,69;25521,12167;
Cas 3 gen 1996 ageLiq 64;2057;0;61;0;213,40%;77,00%;;213,36;0;
Cas 3 gen 1996 ageLiq 64;2058;0;62;0;217,10%;77,00%;;217,1;0;
Cas 3 gen 1996 ageLiq 64;2059;0;63;0;220,90%;77,00%;;220,89;0;
Cas 3 gen 1996 ageLiq 64;2060;0;64;0;224,80%;77,00%;;224,76;0;
Cas 3 gen 1997 ageLiq 64;2021;20825,04068;24;22168,25581;106,50%;76,88%;;106,45;16660,03255;
Cas 3 gen 1997 ageLiq 64;2022;21080,7344;25;23612,5306;112,00%;76,88%;;112,01;16864,58752;
Cas 3 gen 1997 ageLiq 64;2023;21430,293;26;25174,16519;117,50%;76,88%;;117,47;17144,2344;
Cas 3 gen 1997 ageLiq 64;2024;21943,68066;27;26422,38588;120,40%;76,88%;;120,41;17554,94452;
Cas 3 gen 1997 ageLiq 64;2025;22629,93236;28;27714,87816;122,50%;76,88%;;122,47;18103,94589;
Cas 3 gen 1997 ageLiq 64;2026;23090,17702;29;28772,66958;124,60%;76,88%;;124,61;18472,14161;
Cas 3 gen 1997 ageLiq 64;2027;23571,97528;30;29886,90746;126,80%;76,88%;;126,79;18857,58023;
Cas 3 gen 1997 ageLiq 64;2028;23957,58704;31;30907,68304;129,00%;76,88%;;129,01;19166,06963;
Cas 3 gen 1997 ageLiq 64;2029;24403,06905;32;32033,90874;131,30%;76,88%;;131,27;19522,45524;
Cas 3 gen 1997 ageLiq 64;2030;24773,30108;33;33087,22092;133,60%;76,88%;;133,56;19818,64086;
Cas 3 gen 1997 ageLiq 64;2031;25102,20337;34;34113,89438;135,90%;76,88%;;135,9;20081,7627;
Cas 3 gen 1997 ageLiq 64;2032;25516,76711;35;35284,58556;138,30%;76,88%;;138,28;20413,41369;
Cas 3 gen 1997 ageLiq 64;2033;25954,46318;36;36517,9297;140,70%;76,88%;;140,7;20763,57055;
Cas 3 gen 1997 ageLiq 64;2034;26459,56755;37;37879,51691;143,20%;76,88%;;143,16;21167,65404;
Cas 3 gen 1997 ageLiq 64;2035;26972,6036;38;39290,99166;145,70%;76,88%;;145,67;21578,08288;
Cas 3 gen 1997 ageLiq 64;2036;27373,32992;39;40572,74961;148,20%;76,88%;;148,22;21898,66394;
Cas 3 gen 1997 ageLiq 64;2037;27718,0808;40;41801,63766;150,80%;76,88%;;150,81;22174,46464;
Cas 3 gen 1997 ageLiq 64;2038;28177,71653;41;43238,70601;153,50%;76,88%;;153,45;22542,17322;
Cas 3 gen 1997 ageLiq 64;2039;28632,97194;42;44704,65909;156,10%;76,88%;;156,13;22906,37755;
Cas 3 gen 1997 ageLiq 64;2040;29139,08198;43;46293,25955;158,90%;76,88%;;158,87;23311,26559;
Cas 3 gen 1997 ageLiq 64;2041;7409,710375;44;11977,79682;161,70%;76,88%;;161,65;5927,7683;
Cas 3 gen 1997 ageLiq 64;2042;0;45;0;164,50%;76,88%;;164,47;0;
Cas 3 gen 1997 ageLiq 64;2043;0;46;0;167,40%;76,88%;;167,35;0;
Cas 3 gen 1997 ageLiq 64;2044;6568,358183;47;11184,60031;170,30%;76,88%;;170,28;5254,686546;
Cas 3 gen 1997 ageLiq 64;2045;26342,31625;48;45640,69713;173,30%;76,88%;;173,26;21073,853;
Cas 3 gen 1997 ageLiq 64;2046;26792,80881;49;47233,04264;176,30%;76,88%;;176,29;21434,24704;
