id;annee;;age;remuneration;Indice.prix.base.100.2015;Taux.remplacement.liquidation;Indice;Indice.non.pct;Remu.nette.deflatee;Facteur.net
Cas 2 gen 1991 ageLiq 64;2028;24774,8;37;31961,6;129,00%;62,59%;;129,01;19819,84;
Cas 2 gen 1991 ageLiq 64;2029;25273,3;38;33175,2;131,30%;62,59%;;131,27;20218,64;
Cas 2 gen 1991 ageLiq 64;2030;25628,5;39;34230,2;133,60%;62,59%;;133,56;20502,8;
Cas 2 gen 1991 ageLiq 64;2031;25896,4;40;35193,4;135,90%;62,59%;;135,9;20717,12;
Cas 2 gen 1991 ageLiq 64;2032;26239,1;41;36283,1;138,30%;62,59%;;138,28;20991,28;
Cas 2 gen 1991 ageLiq 64;2033;26625;42;37461;140,70%;62,59%;;140,7;21300;
Cas 2 gen 1991 ageLiq 64;2034;27059;43;38737,9;143,20%;62,59%;;143,16;21647,2;
Cas 2 gen 1991 ageLiq 64;2035;27490;44;40043,6;145,70%;62,59%;;145,67;21992;
Cas 2 gen 1991 ageLiq 64;2036;27827,6;45;41244,8;148,20%;62,59%;;148,22;22262,08;
Cas 2 gen 1991 ageLiq 64;2037;28296,6;46;42673,8;150,80%;62,59%;;150,81;22637,28;
Cas 2 gen 1991 ageLiq 64;2038;28693,6;47;44029,9;153,50%;62,59%;;153,45;22954,88;
Cas 2 gen 1991 ageLiq 64;2039;29107,3;48;45446,2;156,10%;62,59%;;156,13;23285,84;
Cas 2 gen 1991 ageLiq 64;2040;29554,9;49;46952,7;158,90%;62,59%;;158,87;23643,92;
Cas 2 gen 1991 ageLiq 64;2041;30033,4;50;48547,9;161,70%;62,59%;;161,65;24026,72;
Cas 2 gen 1991 ageLiq 64;2042;30823,7;51;50697,3;164,50%;62,59%;;164,47;24658,96;
Cas 2 gen 1991 ageLiq 64;2043;31763,6;52;53157,4;167,40%;62,59%;;167,35;25410,88;
Cas 2 gen 1991 ageLiq 64;2044;32326,1;53;55045,5;170,30%;62,59%;;170,28;25860,88;
Cas 2 gen 1991 ageLiq 64;2045;33318;54;57727,3;173,30%;62,59%;;173,26;26654,4;
Cas 2 gen 1991 ageLiq 64;2046;33101,7;55;58356,3;176,30%;62,59%;;176,29;26481,36;
Cas 2 gen 1991 ageLiq 64;2047;33695,4;56;60442,4;179,40%;62,59%;;179,38;26956,32;
Cas 2 gen 1991 ageLiq 64;2048;34196,5;57;62414,7;182,50%;62,59%;;182,52;27357,2;
Cas 2 gen 1991 ageLiq 64;2049;34680,9;58;64406,7;185,70%;62,59%;;185,71;27744,72;
Cas 2 gen 1991 ageLiq 64;2050;35029,8;59;66193;189,00%;62,59%;;188,96;28023,84;
Cas 2 gen 1991 ageLiq 64;2051;35529,2;60;68311,6;192,30%;62,59%;;192,27;28423,36;
Cas 2 gen 1991 ageLiq 64;2052;36003,1;61;70434,3;195,60%;62,59%;;195,63;28802,48;
Cas 2 gen 1991 ageLiq 64;2053;36469,6;62;72595,5;199,10%;62,59%;;199,06;29175,68;
Cas 2 gen 1991 ageLiq 64;2054;36931,1;63;74800,5;202,50%;62,59%;;202,54;29544,88;
Cas 2 gen 1991 ageLiq 64;2055;37422,1;64;77121,5;206,10%;62,59%;;206,09;29937,68;
Cas 2 gen 1992 ageLiq 64;2016;20854,2;24;20891,7;100,20%;62,49%;;100,18;16683,36;
Cas 2 gen 1992 ageLiq 64;2017;21371,3;25;21632;101,20%;62,49%;;101,22;17097,04;
Cas 2 gen 1992 ageLiq 64;2018;21742,7;26;22414,5;103,10%;62,49%;;103,09;17394,16;
Cas 2 gen 1992 ageLiq 64;2019;22373,8;27;23320,3;104,20%;62,49%;;104,23;17899,04;
Cas 2 gen 1992 ageLiq 64;2020;22004;28;23044,8;104,70%;62,49%;;104,73;17603,2;
Cas 2 gen 1992 ageLiq 64;2021;22899,1;29;24376,1;106,50%;62,49%;;106,45;18319,28;
Cas 2 gen 1992 ageLiq 64;2022;23234,9;30;26025,5;112,00%;62,49%;;112,01;18587,92;
Cas 2 gen 1992 ageLiq 64;2023;23293,7;31;27363,2;117,50%;62,49%;;117,47;18634,96;
Cas 2 gen 1992 ageLiq 64;2024;23497,9;32;28293,1;120,40%;62,49%;;120,41;18798,32;
Cas 2 gen 1992 ageLiq 64;2025;23731,6;33;29063,1;122,50%;62,49%;;122,47;18985,28;
Cas 2 gen 1992 ageLiq 64;2026;23933;34;29822,7;124,60%;62,49%;;124,61;19146,4;
Cas 2 gen 1992 ageLiq 64;2027;24185,7;35;30665;126,80%;62,49%;;126,79;19348,56;
Cas 2 gen 1992 ageLiq 64;2028;24584;36;31715,4;129,00%;62,49%;;129,01;19667,2;
Cas 2 gen 1992 ageLiq 64;2029;25084,2;37;32927;131,30%;62,49%;;131,27;20067,36;
Cas 2 gen 1992 ageLiq 64;2030;25559;38;34137,4;133,60%;62,49%;;133,56;20447,2;
Cas 2 gen 1992 ageLiq 64;2031;25889,9;39;35184,5;135,90%;62,49%;;135,9;20711,92;
Cas 2 gen 1992 ageLiq 64;2032;26133,9;40;36137,6;138,30%;62,49%;;138,28;20907,12;
Cas 2 gen 1992 ageLiq 64;2033;26538,1;41;37338,8;140,70%;62,49%;;140,7;21230,48;
Cas 2 gen 1992 ageLiq 64;2034;26933,7;42;38558,5;143,20%;62,49%;;143,16;21546,96;
Cas 2 gen 1992 ageLiq 64;2035;27378,2;43;39880,7;145,70%;62,49%;;145,67;21902,56;
Cas 2 gen 1992 ageLiq 64;2036;27822,8;44;41237,7;148,20%;62,49%;;148,22;22258,24;
Cas 2 gen 1992 ageLiq 64;2037;28170,3;45;42483,4;150,80%;62,49%;;150,81;22536,24;
Cas 2 gen 1992 ageLiq 64;2038;28650,6;46;43963,8;153,50%;62,49%;;153,45;22920,48;
Cas 2 gen 1992 ageLiq 64;2039;29061,1;47;45374,1;156,10%;62,49%;;156,13;23248,88;
Cas 2 gen 1992 ageLiq 64;2040;29486;48;46843,2;158,90%;62,49%;;158,87;23588,8;
Cas 2 gen 1992 ageLiq 64;2041;29939,5;49;48396;161,70%;62,49%;;161,65;23951,6;
Cas 2 gen 1992 ageLiq 64;2042;30424,3;50;50040,4;164,50%;62,49%;;164,47;24339,44;
Cas 2 gen 1992 ageLiq 64;2043;31224,9;51;52255,9;167,40%;62,49%;;167,35;24979,92;
Cas 2 gen 1992 ageLiq 64;2044;32177,1;52;54791,7;170,30%;62,49%;;170,28;25741,68;
Cas 2 gen 1992 ageLiq 64;2045;32747;53;56738;173,30%;62,49%;;173,26;26197,6;
Cas 2 gen 1992 ageLiq 64;2046;33752;54;59502,7;176,30%;62,49%;;176,29;27001,6;
Cas 2 gen 1992 ageLiq 64;2047;33533;55;60151,2;179,40%;62,49%;;179,38;26826,4;
Cas 2 gen 1992 ageLiq 64;2048;34134,5;56;62301,7;182,50%;62,49%;;182,52;27307,6;
Cas 2 gen 1992 ageLiq 64;2049;34642,2;57;64334,9;185,70%;62,49%;;185,71;27713,76;
Cas 2 gen 1992 ageLiq 64;2050;35133,1;58;66388,3;189,00%;62,49%;;188,96;28106,48;
Cas 2 gen 1992 ageLiq 64;2051;35486,6;59;68229,7;192,30%;62,49%;;192,27;28389,28;
Cas 2 gen 1992 ageLiq 64;2052;35992,5;60;70413,5;195,60%;62,49%;;195,63;28794;
Cas 2 gen 1992 ageLiq 64;2053;36472,7;61;72601,6;199,10%;62,49%;;199,06;29178,16;
Cas 2 gen 1992 ageLiq 64;2054;36945,3;62;74829,2;202,50%;62,49%;;202,54;29556,24;
Cas 2 gen 1992 ageLiq 64;2055;37412,5;63;77101,7;206,10%;62,49%;;206,09;29930;
Cas 2 gen 1992 ageLiq 64;2056;37910,2;64;79494,5;209,70%;62,49%;;209,69;30328,16;
Cas 2 gen 1993 ageLiq 64;2017;21052,1;24;21308,9;101,20%;62,39%;;101,22;16841,68;
Cas 2 gen 1993 ageLiq 64;2018;21322,8;25;21981,7;103,10%;62,39%;;103,09;17058,24;
Cas 2 gen 1993 ageLiq 64;2019;21908,8;26;22835,5;104,20%;62,39%;;104,23;17527,04;
Cas 2 gen 1993 ageLiq 64;2020;21467,9;27;22483,3;104,70%;62,39%;;104,73;17174,32;
Cas 2 gen 1993 ageLiq 64;2021;22564,5;28;24019,9;106,50%;62,39%;;106,45;18051,6;
Cas 2 gen 1993 ageLiq 64;2022;22834;29;25576,3;112,00%;62,39%;;112,01;18267,2;
Cas 2 gen 1993 ageLiq 64;2023;23164,1;30;27210,9;117,50%;62,39%;;117,47;18531,28;
Cas 2 gen 1993 ageLiq 64;2024;23356,6;31;28123;120,40%;62,39%;;120,41;18685,28;
Cas 2 gen 1993 ageLiq 64;2025;23642,5;32;28953,9;122,50%;62,39%;;122,47;18914;
Cas 2 gen 1993 ageLiq 64;2026;23859,9;33;29731,5;124,60%;62,39%;;124,61;19087,92;
Cas 2 gen 1993 ageLiq 64;2027;24010,6;34;30443;126,80%;62,39%;;126,79;19208,48;
Cas 2 gen 1993 ageLiq 64;2028;24444,8;35;31535,8;129,00%;62,39%;;129,01;19555,84;
Cas 2 gen 1993 ageLiq 64;2029;24891;36;32673,4;131,30%;62,39%;;131,27;19912,8;
Cas 2 gen 1993 ageLiq 64;2030;25367,8;37;33882;133,60%;62,39%;;133,56;20294,24;
Cas 2 gen 1993 ageLiq 64;2031;25819,7;38;35089,1;135,90%;62,39%;;135,9;20655,76;
Cas 2 gen 1993 ageLiq 64;2032;26127,3;39;36128,5;138,30%;62,39%;;138,28;20901,84;
Cas 2 gen 1993 ageLiq 64;2033;26431,7;40;37189;140,70%;62,39%;;140,7;21145,36;
Cas 2 gen 1993 ageLiq 64;2034;26845,8;41;38432,6;143,20%;62,39%;;143,16;21476,64;
Cas 2 gen 1993 ageLiq 64;2035;27251,4;42;39696;145,70%;62,39%;;145,67;21801,12;
Cas 2 gen 1993 ageLiq 64;2036;27709,7;43;41070;148,20%;62,39%;;148,22;22167,76;
Cas 2 gen 1993 ageLiq 64;2037;28165,4;44;42476;150,80%;62,39%;;150,81;22532,32;
Cas 2 gen 1993 ageLiq 64;2038;28522,7;45;43767,6;153,50%;62,39%;;153,45;22818,16;
Cas 2 gen 1993 ageLiq 64;2039;29017,5;46;45306;156,10%;62,39%;;156,13;23214;
Cas 2 gen 1993 ageLiq 64;2040;29439,2;47;46768,9;158,90%;62,39%;;158,87;23551,36;
Cas 2 gen 1993 ageLiq 64;2041;29869,7;48;48283,2;161,70%;62,39%;;161,65;23895,76;
Cas 2 gen 1993 ageLiq 64;2042;30329,2;49;49883,9;164,50%;62,39%;;164,47;24263,36;
Cas 2 gen 1993 ageLiq 64;2043;30820,3;50;51578,8;167,40%;62,39%;;167,35;24656,24;
Cas 2 gen 1993 ageLiq 64;2044;31631,4;51;53862,5;170,30%;62,39%;;170,28;25305,12;
Cas 2 gen 1993 ageLiq 64;2045;32596;52;56476,4;173,30%;62,39%;;173,26;26076,8;
Cas 2 gen 1993 ageLiq 64;2046;33173,6;53;58483;176,30%;62,39%;;176,29;26538,88;
Cas 2 gen 1993 ageLiq 64;2047;34191,8;54;61332,9;179,40%;62,39%;;179,38;27353,44;
Cas 2 gen 1993 ageLiq 64;2048;33970,1;55;62001,5;182,50%;62,39%;;182,52;27176,08;
Cas 2 gen 1993 ageLiq 64;2049;34579,5;56;64218,4;185,70%;62,39%;;185,71;27663,6;
Cas 2 gen 1993 ageLiq 64;2050;35093,9;57;66314,3;189,00%;62,39%;;188,96;28075,12;
Cas 2 gen 1993 ageLiq 64;2051;35591,3;58;68431;192,30%;62,39%;;192,27;28473,04;
Cas 2 gen 1993 ageLiq 64;2052;35949,4;59;70329,1;195,60%;62,39%;;195,63;28759,52;
Cas 2 gen 1993 ageLiq 64;2053;36461,9;60;72580,2;199,10%;62,39%;;199,06;29169,52;
Cas 2 gen 1993 ageLiq 64;2054;36948,4;61;74835,5;202,50%;62,39%;;202,54;29558,72;
Cas 2 gen 1993 ageLiq 64;2055;37426,9;62;77131,4;206,10%;62,39%;;206,09;29941,52;
Cas 2 gen 1993 ageLiq 64;2056;37900,5;63;79474,1;209,70%;62,39%;;209,69;30320,4;
Cas 2 gen 1993 ageLiq 64;2057;38403,8;64;81938,9;213,40%;62,39%;;213,36;30723,04;
Cas 2 gen 1994 ageLiq 64;2018;21004,3;24;21653,3;103,10%;62,30%;;103,09;16803,44;
Cas 2 gen 1994 ageLiq 64;2019;21485,7;25;22394,6;104,20%;62,30%;;104,23;17188,56;
Cas 2 gen 1994 ageLiq 64;2020;21021,6;26;22016;104,70%;62,30%;;104,73;16817,28;
Cas 2 gen 1994 ageLiq 64;2021;22014,7;27;23434,6;106,50%;62,30%;;106,45;17611,76;
Cas 2 gen 1994 ageLiq 64;2022;22500,4;28;25202,7;112,00%;62,30%;;112,01;18000,32;
Cas 2 gen 1994 ageLiq 64;2023;22764,4;29;26741,3;117,50%;62,30%;;117,47;18211,52;
Cas 2 gen 1994 ageLiq 64;2024;23226,7;30;27966,5;120,40%;62,30%;;120,41;18581,36;
Cas 2 gen 1994 ageLiq 64;2025;23500,3;31;28779,8;122,50%;62,30%;;122,47;18800,24;
Cas 2 gen 1994 ageLiq 64;2026;23770,2;32;29619,8;124,60%;62,30%;;124,61;19016,16;
Cas 2 gen 1994 ageLiq 64;2027;23937,3;33;30349,9;126,80%;62,30%;;126,79;19149,84;
Cas 2 gen 1994 ageLiq 64;2028;24267,8;34;31307,5;129,00%;62,30%;;129,01;19414,24;
Cas 2 gen 1994 ageLiq 64;2029;24750,1;35;32488,5;131,30%;62,30%;;131,27;19800,08;
Cas 2 gen 1994 ageLiq 64;2030;25172,4;36;33621;133,60%;62,30%;;133,56;20137,92;
Cas 2 gen 1994 ageLiq 64;2031;25626,5;37;34826,6;135,90%;62,30%;;135,9;20501,2;
Cas 2 gen 1994 ageLiq 64;2032;26056,4;38;36030,5;138,30%;62,30%;;138,28;20845,12;
Cas 2 gen 1994 ageLiq 64;2033;26425;39;37179,6;140,70%;62,30%;;140,7;21140;
Cas 2 gen 1994 ageLiq 64;2034;26738,1;40;38278,5;143,20%;62,30%;;143,16;21390,48;
Cas 2 gen 1994 ageLiq 64;2035;27162,5;41;39566,5;145,70%;62,30%;;145,67;21730;
Cas 2 gen 1994 ageLiq 64;2036;27581,4;42;40879,8;148,20%;62,30%;;148,22;22065,12;
Cas 2 gen 1994 ageLiq 64;2037;28050,9;43;42303,3;150,80%;62,30%;;150,81;22440,72;
Cas 2 gen 1994 ageLiq 64;2038;28517,8;44;43760,1;153,50%;62,30%;;153,45;22814,24;
Cas 2 gen 1994 ageLiq 64;2039;28888;45;45103,8;156,10%;62,30%;;156,13;23110,4;
Cas 2 gen 1994 ageLiq 64;2040;29395;46;46698,7;158,90%;62,30%;;158,87;23516;
Cas 2 gen 1994 ageLiq 64;2041;29822,3;47;48206,6;161,70%;62,30%;;161,65;23857,84;
Cas 2 gen 1994 ageLiq 64;2042;30258,5;48;49767,6;164,50%;62,30%;;164,47;24206,8;
Cas 2 gen 1994 ageLiq 64;2043;30724;49;51417,5;167,40%;62,30%;;167,35;24579,2;
Cas 2 gen 1994 ageLiq 64;2044;31221,5;50;53164,6;170,30%;62,30%;;170,28;24977,2;
Cas 2 gen 1994 ageLiq 64;2045;32043,2;51;55518,6;173,30%;62,30%;;173,26;25634,56;
Cas 2 gen 1994 ageLiq 64;2046;33020,6;52;58213,3;176,30%;62,30%;;176,29;26416,48;
Cas 2 gen 1994 ageLiq 64;2047;33605,8;53;60281,8;179,40%;62,30%;;179,38;26884,64;
Cas 2 gen 1994 ageLiq 64;2048;34637,4;54;63219,6;182,50%;62,30%;;182,52;27709,92;
Cas 2 gen 1994 ageLiq 64;2049;34412,9;55;63908,9;185,70%;62,30%;;185,71;27530,32;
Cas 2 gen 1994 ageLiq 64;2050;35030,4;56;66194,2;189,00%;62,30%;;188,96;28024,32;
Cas 2 gen 1994 ageLiq 64;2051;35551,6;57;68354,8;192,30%;62,30%;;192,27;28441,28;
Cas 2 gen 1994 ageLiq 64;2052;36055,4;58;70536,6;195,60%;62,30%;;195,63;28844,32;
Cas 2 gen 1994 ageLiq 64;2053;36418,2;59;72493,2;199,10%;62,30%;;199,06;29134,56;
Cas 2 gen 1994 ageLiq 64;2054;36937,5;60;74813,5;202,50%;62,30%;;202,54;29550;
Cas 2 gen 1994 ageLiq 64;2055;37430,1;61;77137,9;206,10%;62,30%;;206,09;29944,08;
Cas 2 gen 1994 ageLiq 64;2056;37915;62;79504,7;209,70%;62,30%;;209,69;30332;
Cas 2 gen 1994 ageLiq 64;2057;38393,9;63;81917,9;213,40%;62,30%;;213,36;30715,12;
Cas 2 gen 1994 ageLiq 64;2058;38903,7;64;84458;217,10%;62,30%;;217,1;31122,96;
Cas 2 gen 1995 ageLiq 64;2019;21164,8;24;22060,1;104,20%;62,21%;;104,23;16931,84;
Cas 2 gen 1995 ageLiq 64;2020;20615,7;25;21590,8;104,70%;62,21%;;104,73;16492,56;
Cas 2 gen 1995 ageLiq 64;2021;21557,1;26;22947,5;106,50%;62,21%;;106,45;17245,68;
Cas 2 gen 1995 ageLiq 64;2022;21952,1;27;24588,5;112,00%;62,21%;;112,01;17561,68;
Cas 2 gen 1995 ageLiq 64;2023;22431,8;28;26350,6;117,50%;62,21%;;117,47;17945,44;
Cas 2 gen 1995 ageLiq 64;2024;22825,8;29;27483,8;120,40%;62,21%;;120,41;18260,64;
Cas 2 gen 1995 ageLiq 64;2025;23369,5;30;28619,7;122,50%;62,21%;;122,47;18695,6;
Cas 2 gen 1995 ageLiq 64;2026;23627,3;31;29441,8;124,60%;62,21%;;124,61;18901,84;
Cas 2 gen 1995 ageLiq 64;2027;23847,3;32;30235,9;126,80%;62,21%;;126,79;19077,84;
Cas 2 gen 1995 ageLiq 64;2028;24193,7;33;31211,9;129,00%;62,21%;;129,01;19354,96;
Cas 2 gen 1995 ageLiq 64;2029;24570,9;34;32253,3;131,30%;62,21%;;131,27;19656,72;
Cas 2 gen 1995 ageLiq 64;2030;25029,9;35;33430,7;133,60%;62,21%;;133,56;20023,92;
Cas 2 gen 1995 ageLiq 64;2031;25429,1;36;34558,3;135,90%;62,21%;;135,9;20343,28;
Cas 2 gen 1995 ageLiq 64;2032;25861,5;37;35760,9;138,30%;62,21%;;138,28;20689,2;
Cas 2 gen 1995 ageLiq 64;2033;26353,3;38;37078,8;140,70%;62,21%;;140,7;21082,64;
Cas 2 gen 1995 ageLiq 64;2034;26731,4;39;38268,9;143,20%;62,21%;;143,16;21385,12;
Cas 2 gen 1995 ageLiq 64;2035;27053,5;40;39407,8;145,70%;62,21%;;145,67;21642,8;
Cas 2 gen 1995 ageLiq 64;2036;27491,4;41;40746,4;148,20%;62,21%;;148,22;21993,12;
Cas 2 gen 1995 ageLiq 64;2037;27921;42;42107,4;150,80%;62,21%;;150,81;22336,8;
Cas 2 gen 1995 ageLiq 64;2038;28401,8;43;43582,1;153,50%;62,21%;;153,45;22721,44;
Cas 2 gen 1995 ageLiq 64;2039;28883;44;45096,1;156,10%;62,21%;;156,13;23106,4;
Cas 2 gen 1995 ageLiq 64;2040;29263,9;45;46490,3;158,90%;62,21%;;158,87;23411,12;
Cas 2 gen 1995 ageLiq 64;2041;29777,5;46;48134,2;161,70%;62,21%;;161,65;23822;
Cas 2 gen 1995 ageLiq 64;2042;30210,5;47;49688,6;164,50%;62,21%;;164,47;24168,4;
Cas 2 gen 1995 ageLiq 64;2043;30652,4;48;51297,7;167,40%;62,21%;;167,35;24521,92;
Cas 2 gen 1995 ageLiq 64;2044;31123,9;49;52998,4;170,30%;62,21%;;170,28;24899,12;
Cas 2 gen 1995 ageLiq 64;2045;31628;50;54799,2;173,30%;62,21%;;173,26;25302,4;
Cas 2 gen 1995 ageLiq 64;2046;32460,6;51;57226,1;176,30%;62,21%;;176,29;25968,48;
Cas 2 gen 1995 ageLiq 64;2047;33450,9;52;60003,9;179,40%;62,21%;;179,38;26760,72;
Cas 2 gen 1995 ageLiq 64;2048;34043,8;53;62136,1;182,50%;62,21%;;182,52;27235,04;
Cas 2 gen 1995 ageLiq 64;2049;35088,9;54;65164,5;185,70%;62,21%;;185,71;28071,12;
Cas 2 gen 1995 ageLiq 64;2050;34861,6;55;65875,3;189,00%;62,21%;;188,96;27889,28;
Cas 2 gen 1995 ageLiq 64;2051;35487,2;56;68231;192,30%;62,21%;;192,27;28389,76;
Cas 2 gen 1995 ageLiq 64;2052;36015,2;57;70458;195,60%;62,21%;;195,63;28812,16;
Cas 2 gen 1995 ageLiq 64;2053;36525,7;58;72707,1;199,10%;62,21%;;199,06;29220,56;
Cas 2 gen 1995 ageLiq 64;2054;36893,2;59;74723,8;202,50%;62,21%;;202,54;29514,56;
Cas 2 gen 1995 ageLiq 64;2055;37419;60;77115,1;206,10%;62,21%;;206,09;29935,2;
Cas 2 gen 1995 ageLiq 64;2056;37918,2;61;79511,4;209,70%;62,21%;;209,69;30334,56;
Cas 2 gen 1995 ageLiq 64;2057;38408,7;62;81949,3;213,40%;62,21%;;213,36;30726,96;
Cas 2 gen 1995 ageLiq 64;2058;38893,7;63;84436,3;217,10%;62,21%;;217,1;31114,96;
Cas 2 gen 1995 ageLiq 64;2059;39409,9;64;87054,2;220,90%;62,21%;;220,89;31527,92;
Cas 2 gen 1996 ageLiq 64;2020;20307,8;24;21268,3;104,70%;62,14%;;104,73;16246,24;
Cas 2 gen 1996 ageLiq 64;2021;21140,8;25;22504,4;106,50%;62,14%;;106,45;16912,64;
Cas 2 gen 1996 ageLiq 64;2022;21495,8;26;24077,5;112,00%;62,14%;;112,01;17196,64;
Cas 2 gen 1996 ageLiq 64;2023;21885,2;27;25708,5;117,50%;62,14%;;117,47;17508,16;
Cas 2 gen 1996 ageLiq 64;2024;22492,4;28;27082,3;120,40%;62,14%;;120,41;17993,92;
Cas 2 gen 1996 ageLiq 64;2025;22966,2;29;28125,8;122,50%;62,14%;;122,47;18372,96;
Cas 2 gen 1996 ageLiq 64;2026;23495,9;30;29277,9;124,60%;62,14%;;124,61;18796,72;
Cas 2 gen 1996 ageLiq 64;2027;23704;31;30054,1;126,80%;62,14%;;126,79;18963,2;
Cas 2 gen 1996 ageLiq 64;2028;24102,8;32;31094,6;129,00%;62,14%;;129,01;19282,24;
Cas 2 gen 1996 ageLiq 64;2029;24495,8;33;32154,7;131,30%;62,14%;;131,27;19596,64;
Cas 2 gen 1996 ageLiq 64;2030;24848,7;34;33188,7;133,60%;62,14%;;133,56;19878,96;
Cas 2 gen 1996 ageLiq 64;2031;25285,2;35;34362,7;135,90%;62,14%;;135,9;20228,16;
Cas 2 gen 1996 ageLiq 64;2032;25662,3;36;35485,5;138,30%;62,14%;;138,28;20529,84;
Cas 2 gen 1996 ageLiq 64;2033;26156,2;37;36801,4;140,70%;62,14%;;140,7;20924,96;
Cas 2 gen 1996 ageLiq 64;2034;26658,8;38;38165;143,20%;62,14%;;143,16;21327,04;
Cas 2 gen 1996 ageLiq 64;2035;27046,7;39;39397,9;145,70%;62,14%;;145,67;21637,36;
Cas 2 gen 1996 ageLiq 64;2036;27381,1;40;40583;148,20%;62,14%;;148,22;21904,88;
Cas 2 gen 1996 ageLiq 64;2037;27829,9;41;41970;150,80%;62,14%;;150,81;22263,92;
Cas 2 gen 1996 ageLiq 64;2038;28270,3;42;43380,3;153,50%;62,14%;;153,45;22616,24;
Cas 2 gen 1996 ageLiq 64;2039;28765,5;43;44912,7;156,10%;62,14%;;156,13;23012,4;
Cas 2 gen 1996 ageLiq 64;2040;29258,8;44;46482,3;158,90%;62,14%;;158,87;23407,04;
Cas 2 gen 1996 ageLiq 64;2041;29644,7;45;47919,5;161,70%;62,14%;;161,65;23715,76;
Cas 2 gen 1996 ageLiq 64;2042;30165,1;46;49614;164,50%;62,14%;;164,47;24132,08;
Cas 2 gen 1996 ageLiq 64;2043;30603,7;47;51216,3;167,40%;62,14%;;167,35;24482,96;
Cas 2 gen 1996 ageLiq 64;2044;31051,4;48;52874,8;170,30%;62,14%;;170,28;24841,12;
Cas 2 gen 1996 ageLiq 64;2045;31529,1;49;54627,9;173,30%;62,14%;;173,26;25223,28;
Cas 2 gen 1996 ageLiq 64;2046;32040;50;56484,6;176,30%;62,14%;;176,29;25632;
Cas 2 gen 1996 ageLiq 64;2047;32883,6;51;58986,3;179,40%;62,14%;;179,38;26306,88;
Cas 2 gen 1996 ageLiq 64;2048;33886,8;52;61849,7;182,50%;62,14%;;182,52;27109,44;
Cas 2 gen 1996 ageLiq 64;2049;34487,6;53;64047,7;185,70%;62,14%;;185,71;27590,08;
Cas 2 gen 1996 ageLiq 64;2050;35546,5;54;67169,4;189,00%;62,14%;;188,96;28437,2;
Cas 2 gen 1996 ageLiq 64;2051;35316,3;55;67902,2;192,30%;62,14%;;192,27;28253,04;
Cas 2 gen 1996 ageLiq 64;2052;35950;56;70330,4;195,60%;62,14%;;195,63;28760;
Cas 2 gen 1996 ageLiq 64;2053;36485;57;72626;199,10%;62,14%;;199,06;29188;
Cas 2 gen 1996 ageLiq 64;2054;37002;58;74944,2;202,50%;62,14%;;202,54;29601,6;
Cas 2 gen 1996 ageLiq 64;2055;37374,2;59;77022,7;206,10%;62,14%;;206,09;29899,36;
Cas 2 gen 1996 ageLiq 64;2056;37907;60;79487,9;209,70%;62,14%;;209,69;30325,6;
Cas 2 gen 1996 ageLiq 64;2057;38411,9;61;81956,2;213,40%;62,14%;;213,36;30729,52;
Cas 2 gen 1996 ageLiq 64;2058;38908,6;62;84468,8;217,10%;62,14%;;217,1;31126,88;
Cas 2 gen 1996 ageLiq 64;2059;39399,8;63;87031,8;220,90%;62,14%;;220,89;31519,84;
Cas 2 gen 1996 ageLiq 64;2060;39922,5;64;89729,9;224,80%;62,14%;;224,76;31938;
Cas 2 gen 1997 ageLiq 64;2021;20825;24;22168,3;106,50%;62,06%;;106,45;16660;
Cas 2 gen 1997 ageLiq 64;2022;21080,7;25;23612,5;112,00%;62,06%;;112,01;16864,56;
Cas 2 gen 1997 ageLiq 64;2023;21430,3;26;25174,2;117,50%;62,06%;;117,47;17144,24;
Cas 2 gen 1997 ageLiq 64;2024;21944,3;27;26422,4;120,40%;62,06%;;120,41;17555,44;
Cas 2 gen 1997 ageLiq 64;2025;22630,7;28;27714,9;122,50%;62,06%;;122,47;18104,56;
Cas 2 gen 1997 ageLiq 64;2026;23090,4;29;28772,7;124,60%;62,06%;;124,61;18472,32;
Cas 2 gen 1997 ageLiq 64;2027;23572,1;30;29886,9;126,80%;62,06%;;126,79;18857,68;
Cas 2 gen 1997 ageLiq 64;2028;23957,9;31;30907,7;129,00%;62,06%;;129,01;19166,32;
Cas 2 gen 1997 ageLiq 64;2029;24403,8;32;32033,9;131,30%;62,06%;;131,27;19523,04;
Cas 2 gen 1997 ageLiq 64;2030;24772,7;33;33087,2;133,60%;62,06%;;133,56;19818,16;
Cas 2 gen 1997 ageLiq 64;2031;25102,1;34;34113,9;135,90%;62,06%;;135,9;20081,68;
Cas 2 gen 1997 ageLiq 64;2032;25517;35;35284,6;138,30%;62,06%;;138,28;20413,6;
Cas 2 gen 1997 ageLiq 64;2033;25954,7;36;36517,9;140,70%;62,06%;;140,7;20763,76;
Cas 2 gen 1997 ageLiq 64;2034;26459,4;37;37879,5;143,20%;62,06%;;143,16;21167,52;
Cas 2 gen 1997 ageLiq 64;2035;26973,3;38;39291;145,70%;62,06%;;145,67;21578,64;
Cas 2 gen 1997 ageLiq 64;2036;27374,2;39;40572,7;148,20%;62,06%;;148,22;21899,36;
Cas 2 gen 1997 ageLiq 64;2037;27718,2;40;41801,6;150,80%;62,06%;;150,81;22174,56;
Cas 2 gen 1997 ageLiq 64;2038;28178;41;43238,7;153,50%;62,06%;;153,45;22542,4;
